region,provincia,comune,PRO_COM2011,data_elezioni,elettori,votanti,voti_non_validi,schede_bianche,totalevotilista,totaleseggi,DCtotalevoti,DCtotaleseggi,PSItotalevoti,PSItotaleseggi,PCItotalevoti,PCItotaleseggi,OtherParties_voti,OtherParties_seggi
Puglia,Foggia,Rodi Garganico,71043,27/05/1956,3289,2979,,,2900,20,0,0,0,0,0,0,2900,20
Puglia,Foggia,Roseto Valfortore,71044,27/05/1956,2866,2345,,,2211,20,1139,16,0,0,0,0,1072,4
Puglia,Lecce,Ruffano,75064,27/05/1956,4606,3847,,,3542,20,2045,16,0,0,0,0,1497,4
Puglia,Lecce,Salice Salentino,75065,27/05/1956,4068,3777,,,3618,20,1568,16,0,0,0,0,2050,4
Puglia,Lecce,Salve,75066,27/05/1956,2678,2136,,,2014,20,643,4,0,0,0,0,1371,16
Puglia,Bari,Sammichele Di Bari,72039,23/05/1954,4322,4049,,,3956,20,0,0,0,0,0,0,3956,20
Puglia,Lecce,San Cesario Di Lecce,75068,27/05/1956,4268,3948,,,3619,20,0,0,0,0,0,0,3619,20
Puglia,Brindisi,San Donaci,74013,27/05/1956,3357,3227,,,3173,20,1582,4,0,0,0,0,1591,16
Puglia,Lecce,San Donato Di Lecce,75069,27/05/1956,2696,2565,,,2478,20,721,4,0,0,0,0,1757,16
Puglia,Taranto,San Giorgio Ionico,73024,27/05/1956,4146,3872,,,3722,20,0,0,0,0,0,0,3722,20
Puglia,Foggia,San Marco La Catola,71048,27/05/1956,2236,1789,,,1728,20,992,16,0,0,0,0,736,4
Puglia,Brindisi,San Michele Salentino,74014,27/05/1956,3148,2956,,,2873,20,951,4,0,0,0,0,1922,16
Puglia,Brindisi,San Pancrazio Salentino,74015,27/05/1956,4345,4160,,,3969,20,1737,16,0,0,0,0,2232,4
Puglia,Foggia,San Paolo Di Civitate,71050,27/05/1956,3984,3714,,,3616,20,0,0,0,0,0,0,3616,20
Puglia,Lecce,San Pietro In Lama,75071,27/05/1956,2549,2384,,,2286,20,972,16,0,0,0,0,1314,4
Puglia,Lecce,Sanarica,75067,27/05/1956,863,746,,,650,15,430,12,0,0,0,0,220,3
Puglia,Bari,Sannicandro Di Bari,72040,27/05/1956,4702,4430,,,4361,20,2484,16,0,0,0,0,1877,4
Puglia,Lecce,Sannicola,75070,27/05/1956,4012,3650,,,3488,20,0,0,0,0,0,0,3488,20
Puglia,Foggia,Sant'Agata Di Puglia,71052,27/05/1956,4095,3825,,,3711,20,1442,4,0,0,0,0,2269,16
Puglia,Lecce,Santa Cesarea Terme,75072,27/05/1956,1688,1415,,,1235,15,414,3,0,0,0,0,821,12
Puglia,Lecce,Scorrano,75073,27/05/1956,2612,2364,,,2280,20,0,0,0,0,0,0,2280,20
Puglia,Foggia,Serracapriola,71053,23/05/1954,5255,4823,,,4744,20,2346,16,0,0,0,0,2398,4
Puglia,Lecce,Sogliano Cavour,75075,27/05/1956,2127,1970,,,1904,20,0,0,0,0,0,0,1904,20
Puglia,Lecce,Specchia,75077,27/05/1956,2535,2309,,,2227,20,1300,16,0,0,0,0,927,4
Puglia,Lecce,Spongano,75078,27/05/1956,1911,1690,,,1597,20,863,16,0,0,0,0,734,4
Puglia,Foggia,Stornara,71054,27/05/1956,1855,172,,,1706,20,770,4,0,0,0,0,936,16
Puglia,Foggia,Stornarella,71055,27/05/1956,1916,1831,,,1786,20,773,16,0,0,0,0,1013,4
Puglia,Lecce,Supersano,75081,27/05/1956,2218,2019,,,1877,20,514,4,0,0,0,0,1363,16
Puglia,Lecce,Surbo,75083,27/05/1956,3703,3486,,,3149,20,1450,16,0,0,0,0,1699,4
Puglia,Lecce,Taurisano,75084,27/05/1956,3853,3489,,,3370,20,1477,4,0,0,0,0,1893,16
Puglia,Lecce,Taviano,75085,27/05/1956,4772,4176,,,4023,20,1362,4,0,0,0,0,2661,16
Puglia,Lecce,Tiggiano,75086,27/05/1956,1017,783,,,680,15,680,15,0,0,0,0,0,0
Puglia,Brindisi,Torchiarolo,74018,27/05/1956,2054,1992,,,1946,20,851,16,0,0,0,0,1095,4
Puglia,Bari,Toritto,72044,27/05/1956,4616,4296,,,4233,20,2068,16,0,0,0,0,2165,4
Puglia,Brindisi,Torre Santa Susanna,74019,27/05/1956,4432,4175,,,3924,20,0,0,0,0,0,0,3924,20
Puglia,Taranto,Torricella,73028,27/05/1956,1782,1723,,,1688,20,582,4,0,0,0,0,1106,16
Puglia,Lecce,Tuglie,75089,27/05/1956,3752,3216,,,3112,20,1003,4,0,0,0,0,2109,16
Puglia,Lecce,Uggiano La Chiesa,75091,27/05/1956,2398,2171,,,1906,20,1025,16,0,0,0,0,881,4
Puglia,Bari,Valenzano,72048,27/05/1956,4366,3629,,,3591,20,1609,4,0,0,0,0,1982,16
Puglia,Foggia,Vico Del Gargano,71059,27/05/1956,5515,4974,,,4688,20,1582,4,0,0,0,0,3106,16
Puglia,Brindisi,Villa Castelli,74020,27/05/1956,3056,2923,,,2831,20,0,0,0,0,0,0,2831,20
Puglia,Foggia,Volturara Appula,71061,27/05/1956,1315,1138,,,1049,15,617,12,0,0,0,0,432,3
Puglia,Foggia,Volturino,71062,27/05/1956,2407,232,,,2265,20,1324,16,0,0,0,0,941,4
Puglia,Lecce,Zollino,75094,27/05/1956,1276,1178,,,1157,15,588,12,0,0,0,0,569,3
Puglia,Barletta-Andria-Trani,Andria,110001,27/10/1957,39374,36941,,,36363,40,16202,19,0,0,0,0,20161,21
Puglia,Bari,Gioia Del Colle,72021,27/10/1957,16598,14875,,,14494,30,4410,10,0,0,0,0,10084,20
Puglia,Bari,Putignano,72036,24/11/1957,11584,10421,,,10261,30,3189,10,0,0,0,0,7072,20
Puglia,BRINDISI,Ceglie Messafico,74003,23/11/1958,14098,12199,,,11969,30,2026,5,0,0,0,0,9943,25
Puglia,Brindisi,Cisternino,74005,23/11/1958,7413,6413,,,6305,30,3124,15,0,0,0,0,3181,15
Puglia,Taranto,Laterza,73009,09/11/1958,7105,6394,,,6289,30,3102,16,0,0,0,0,3187,14
Puglia,Foggia,Manfredonia,71029,12/10/1958,18754,15824,,,15551,40,5115,13,0,0,0,0,10436,27
Puglia,Barletta-Andria-Trani,Minervino Murge,110006,09/11/1958,11449,10390,,,10127,30,4456,14,0,0,0,0,5671,16
Puglia,Foggia,Monte Sant'Angelo,71033,12/10/1958,13060,10477,,,10164,30,5709,18,0,0,0,0,4455,12
Puglia,Taranto,Mottola,73019,09/11/1958,8079,7425,,,7288,30,2965,13,0,0,0,0,4323,17
Puglia,Brindisi,Ostuni,74012,23/11/1958,19438,17409,,,17048,40,8160,20,0,0,0,0,8888,20
Puglia,Bari,Sammichele Di Bari,72039,09/11/1958,4493,4119,,,3962,20,1,0,0,0,0,0,3962,20
Puglia,Foggia,San Marco In Lamis,71047,12/10/1958,11908,9620,,,9369,30,2522,8,0,0,0,0,6847,22
Puglia,Bari,Santeramo In Colle,72041,09/11/1958,11546,10467,,,10299,30,4922,14,0,0,0,0,5377,16
Puglia,Barletta-Andria-Trani,Trinitapoli,110010,12/10/1958,8326,7443,,,7312,30,1757,7,0,0,0,0,5555,23
Puglia,,Acquarica Del Capo,75001,06/11/1960,2372,1977,,,1877,20,919,4,0,0,0,0,958,16
Puglia,Foggia,Alberona,71002,06/11/1960,2125,1606,,,1508,20,716,16,0,0,0,0,792,4
Puglia,Lecce,Alessano,75002,06/11/1960,3870,3310,,,3148,20,1531,4,0,0,0,0,1617,16
Puglia,Lecce,Alezio,75003,06/11/1960,3837,3161,,,2868,20,1583,16,0,0,0,0,1285,4
Puglia,Lecce,Alliste,75004,06/11/1960,3514,3003,,,2738,20,1272,7,0,0,0,0,1466,13
Puglia,Lecce,Andrano,75005,06/11/1960,2559,2327,,,2164,20,968,8,0,0,0,0,1196,12
Puglia,Lecce,Arnesano,75007,06/11/1960,2237,2087,,,1954,20,1295,16,0,0,0,0,659,4
Puglia,Taranto,Avetrana,73001,06/11/1960,3244,2895,,,2762,20,778,4,0,0,0,0,1984,16
Puglia,Lecce,Bagnolo Del Salento,75008,06/11/1960,1112,969,,,945,15,634,12,0,0,0,0,311,3
Puglia,Barletta-Andria-Trani,Barletta,110002,06/11/1960,37207,34168,,,33319,,14627,18,0,0,0,0,18692,62
Puglia,Foggia,Biccari,71006,06/11/1960,3134,2841,,,2620,20,1321,16,0,0,0,0,1299,4
Puglia,Bari,Binetto,72008,06/11/1960,663,637,,,613,15,349,12,0,0,0,0,264,3
Puglia,Bari,Bitetto,72010,06/11/1960,3979,3721,,,3479,20,2460,16,0,0,0,0,1019,4
Puglia,Bari,Bitritto,72012,06/11/1960,2826,2456,,,2257,20,1166,16,0,0,0,0,1091,4
Puglia,Lecce,Botrugno,75009,06/11/1960,1554,1316,,,1220,15,491,3,0,0,0,0,729,12
Puglia,Lecce,Cannole,75012,06/11/1960,998,901,,,840,15,533,12,0,0,0,0,307,3
Puglia,Lecce,Caprarica Di Lecce,75013,06/11/1960,1644,1521,,,1463,15,762,12,0,0,0,0,701,3
Puglia,Bari,Capurso,72014,06/11/1960,3591,3317,,,3050,20,1579,16,0,0,0,0,1471,4
Puglia,Foggia,Carapelle,71010,06/11/1960,1376,1232,,,1197,15,574,9,0,0,0,0,623,0
Puglia,Foggia,Carlantino,71011,06/11/1960,1247,1105,,,1018,15,517,12,0,0,0,0,501,3
Puglia,Lecce,Carmiano,75014,06/11/1960,5644,5161,,,4817,20,2297,16,0,0,0,0,2520,4
Puglia,Taranto,Carosino,73002,06/11/1960,2800,2612,,,2493,20,0,0,0,0,0,0,2493,20
Puglia,Lecce,Carpignano Salentino,75015,06/11/1960,2008,1748,,,1718,20,1168,16,0,0,0,0,550,4
Puglia,Foggia,Carpino,71012,06/11/1960,4276,3646,,,3412,20,1443,16,0,0,0,0,1969,4
Puglia,Foggia,Casalnuovo Monterotaro,71013,06/11/1960,3225,2706,,,2549,20,1052,4,0,0,0,0,1497,16
Puglia,Foggia,Casalvecchio Di Puglia,71014,06/11/1960,1809,1442,,,1381,20,0,0,0,0,0,0,1381,20
Puglia,Bari,Cassano Delle Murge,72016,06/11/1960,4590,4323,,,4137,20,0,0,0,0,0,0,4137,20
Puglia,Foggia,Castelluccio Dei Sauri,71015,06/11/1960,1414,1236,,,1157,15,657,12,0,0,0,0,500,3
Puglia,Foggia,Castelluccio Valmaggiore,71016,06/11/1960,1919,1498,,,1453,20,655,4,0,0,0,0,798,16
Puglia,Foggia,Castelnuovo Della Daunia,71017,06/11/1960,2043,1670,,,1575,20,768,4,0,0,0,0,807,16
Puglia,Lecce,Castri Di Lecce,75017,06/11/1960,1563,1483,,,1429,15,891,12,0,0,0,0,538,3
Puglia,Lecce,Castrignano De' Greci,75018,06/11/1960,2129,1517,,,1417,20,640,4,0,0,0,0,777,16
Puglia,Lecce,Castrignano Del Capo,75019,06/11/1960,3652,2957,,,2846,20,2590,17,0,0,0,0,256,3
Puglia,Lecce,Cavallino,75020,06/11/1960,2677,2523,,,2357,20,641,4,0,0,0,0,1716,16
Puglia,Foggia,Celenza Valfortore,71018,06/11/1960,2080,1882,,,1757,20,1000,16,0,0,0,0,757,4
Puglia,Bari,Cellamare,72018,06/11/1960,834,782,,,768,15,242,3,0,0,0,0,526,12
Puglia,Foggia,Celle San Vito,71019,06/11/1960,503,307,,,286,15,286,15,0,0,0,0,0,0
Puglia,Foggia,Chieuti,71021,06/11/1960,1638,1312,,,1254,15,663,12,0,0,0,0,591,3
Puglia,Lecce,Collepasso,75021,06/11/1960,3670,3139,,,2991,20,1991,16,0,0,0,0,1000,4
Puglia,Lecce,Corigliano D'Otranto,75023,06/11/1960,3355,2860,,,2784,20,1674,16,0,0,0,0,1110,4
Puglia,Lecce,Corsano,75024,06/11/1960,2272,1851,,,1539,20,1539,20,0,0,0,0,0,0
Puglia,Taranto,Crispiano,73004,06/11/1960,5329,4862,,,4436,20,1438,4,0,0,0,0,2998,16
Puglia,Lecce,Cursi,75025,06/11/1960,1905,1576,,,1333,20,1211,16,0,0,0,0,122,0
Puglia,Lecce,Cutrofiano,75026,06/11/1960,5549,4994,,,4768,20,2459,16,0,0,0,0,2309,4
Puglia,Foggia,Deliceto,71022,06/11/1960,4032,3440,,,3216,20,1418,4,0,0,0,0,1798,16
Puglia,Taranto,Faggiano,73005,06/11/1960,1440,1368,,,1326,15,0,0,0,0,0,0,1326,15
Puglia,Taranto,Fragagnano,73006,06/11/1960,3139,2757,,,2609,20,776,4,0,0,0,0,1833,16
Puglia,Lecce,Gagliano Del Capo,75028,06/11/1960,2665,2248,,,2168,20,2168,20,0,0,0,0,0,0
Puglia,Lecce,Gallipoli,75031,06/11/1960,9298,7734,,,7412,,4064,17,0,0,0,0,3348,43
Puglia,Lecce,Giuggianello,75032,06/11/1960,791,664,,,623,15,623,15,0,0,0,0,0,0
Puglia,Lecce,Giurdignano,75033,06/11/1960,813,726,,,691,15,606,15,0,0,0,0,85,0
Puglia,Lecce,Guagnano,75034,06/11/1960,3914,3592,,,3434,20,1843,16,0,0,0,0,1591,4
Puglia,Foggia,Ischitella,71025,06/11/1960,3359,3040,,,2951,20,1361,4,0,0,0,0,1590,16
Puglia,Taranto,Leporano,73010,06/11/1960,1072,973,,,931,15,430,3,0,0,0,0,501,12
Puglia,Lecce,Lequile,75036,06/11/1960,3300,3095,,,2936,20,1073,4,0,0,0,0,1863,16
Puglia,Lecce,Leverano,75037,06/11/1960,5842,5408,,,5178,20,1789,4,0,0,0,0,3389,16
Puglia,Lecce,Lizzanello,75038,06/11/1960,4030,3869,,,3716,20,2050,16,0,0,0,0,1666,4
Puglia,Lecce,Martano,75040,06/11/1960,5068,4051,,,3960,20,1941,4,0,0,0,0,2019,16
Puglia,Lecce,Martignano,75041,06/11/1960,1082,994,,,968,15,0,0,0,0,0,0,968,15
Puglia,Lecce,Matino,75042,06/11/1960,6126,5087,,,4578,20,2371,16,0,0,0,0,2207,4
Puglia,Foggia,Mattinata,71031,06/11/1960,2991,2592,,,2514,20,1524,4,0,0,0,0,990,16
Puglia,Lecce,Melendugno,75043,06/11/1960,3879,3307,,,2967,20,1360,8,0,0,0,0,1607,12
Puglia,Lecce,Melpignano,75045,06/11/1960,1366,1007,,,970,15,519,12,0,0,0,0,451,3
Puglia,Lecce,Miggiano,75046,06/11/1960,1736,1620,,,1591,15,877,12,0,0,0,0,714,3
Puglia,Lecce,Minervino Di Lecce,75047,06/11/1960,2726,2313,,,2150,20,1680,16,0,0,0,0,470,4
